Date,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto
2008-03-11,11,1,10,10,3,9,5,11,10,9
2008-03-12,11,1,10,10,3,9,5,11,10,9
2008-03-13,11,2,10,11,3,9,5,11,10,9
2008-03-14,11,2,10,11,3,9,5,11,10,9
2008-03-15,11,3,11,11,3,9,5,11,10,9
2008-03-16,11,3,11,11,3,9,5,11,10,9
2008-03-17,11,3,11,11,3,9,5,11,10,9
2008-03-18,11,4,11,11,3,9,5,11,10,9
2008-03-19,11,4,11,11,3,9,5,11,10,9
2008-03-20,11,5,11,11,3,9,5,11,10,9
2008-03-21,0,5,11,11,3,9,5,11,10,9
2008-03-22,0,6,11,11,3,9,5,11,10,9
2008-03-23,0,6,11,11,3,9,5,11,10,9
2008-03-24,0,6,11,11,3,9,5,11,10,9
2008-03-25,0,7,11,11,3,9,5,11,10,9
2008-03-26,0,7,11,11,3,9,5,11,10,9
2008-03-27,0,8,11,11,3,9,5,11,10,9
2008-03-28,0,8,11,11,3,9,5,11,10,9
2008-03-29,0,8,11,11,3,9,5,11,10,9
2008-03-30,0,9,11,11,3,9,5,11,10,9
2008-03-31,0,9,11,11,3,9,5,11,10,9
2008-04-01,0,10,11,11,3,9,5,11,10,9
2008-04-02,0,10,11,11,3,9,5,11,10,9
2008-04-03,0,11,0,11,3,9,5,11,10,9
2008-04-04,0,11,0,11,3,9,5,11,10,9
2008-04-05,0,11,0,11,3,9,5,11,10,9
2008-04-06,0,0,0,11,3,9,5,11,10,9
2008-04-07,0,0,0,0,3,9,5,11,10,9
2008-04-08,0,1,0,0,3,9,5,11,10,9
2008-04-09,0,1,0,0,3,9,5,11,10,9
2008-04-10,0,2,0,0,3,9,5,11,10,9
2008-04-11,0,2,0,0,3,9,5,11,10,9
2008-04-12,0,3,0,0,3,9,5,11,10,9
2008-04-13,0,3,0,0,3,9,5,11,10,9
2008-04-14,0,4,0,0,3,9,5,11,10,9
2008-04-15,0,4,0,0,3,9,5,11,10,9
2008-04-16,0,5,0,0,3,9,5,11,10,9
2008-04-17,0,5,0,0,3,9,5,11,10,9
2008-04-18,0,6,1,0,3,9,5,11,10,9
2008-04-19,0,6,1,0,3,9,5,11,10,9
2008-04-20,1,6,1,0,3,9,5,11,10,9
2008-04-21,1,7,1,0,3,9,5,11,10,9
2008-04-22,1,7,1,0,3,9,5,11,10,9
2008-04-23,1,8,1,0,3,9,5,11,10,9
2008-04-24,1,8,1,0,3,9,5,11,10,9
2008-04-25,1,8,1,0,3,9,5,11,10,9
2008-04-26,1,9,1,0,3,9,5,11,10,9
2008-04-27,1,9,1,0,3,9,5,11,10,9
2008-04-28,1,10,1,0,3,9,5,11,10,9
2008-04-29,1,10,1,0,3,9,5,11,10,9
2008-04-30,1,10,1,0,3,9,5,11,10,9
2008-05-01,1,11,1,1,3,9,5,11,10,9
2008-05-02,1,11,1,1,3,9,5,11,10,9
2008-05-03,1,0,2,1,3,9,5,11,10,9
2008-05-04,1,0,2,1,3,9,5,11,10,9
2008-05-05,1,1,2,1,3,9,5,11,10,9
2008-05-06,1,1,2,1,3,9,5,11,10,9
2008-05-07,1,2,2,1,3,9,5,11,10,9
2008-05-08,1,2,2,1,3,9,5,11,10,9
2008-05-09,1,3,2,1,3,9,5,11,10,9
2008-05-10,1,3,2,1,4,9,5,11,10,9
2008-05-11,1,4,2,1,4,9,5,11,10,9
2008-05-12,1,4,2,1,4,9,5,11,10,9
2008-05-13,1,5,2,1,4,9,5,11,10,9
2008-05-14,1,5,2,1,4,9,5,11,10,9
2008-05-15,1,5,2,1,4,9,5,11,10,9
2008-05-16,1,6,2,1,4,9,5,11,10,9
2008-05-17,1,6,2,1,4,9,5,11,10,9
2008-05-18,1,7,2,1,4,9,5,11,10,9
2008-05-19,1,7,2,1,4,9,5,11,10,9
2008-05-20,1,7,2,1,4,9,5,11,10,9
2008-05-21,2,8,2,1,4,9,5,11,10,9
2008-05-22,2,8,2,1,4,9,5,11,10,9
2008-05-23,2,9,2,1,4,9,5,11,10,9
2008-05-24,2,9,2,1,4,9,5,11,10,9
2008-05-25,2,9,2,2,4,9,5,11,10,9
2008-05-26,2,10,2,2,4,9,5,11,10,9
2008-05-27,2,10,2,2,4,9,5,11,10,9
2008-05-28,2,11,2,2,4,9,5,11,10,9
2008-05-29,2,11,2,2,4,9,5,11,10,9
2008-05-30,2,0,2,2,4,9,5,11,10,9
2008-05-31,2,0,2,2,4,9,5,11,10,9
2008-06-01,2,1,2,2,4,9,5,11,10,9
2008-06-02,2,1,2,2,4,9,5,11,10,9
2008-06-03,2,2,2,2,4,9,5,11,10,9
2008-06-04,2,2,2,2,4,9,5,11,10,9
2008-06-05,2,3,2,2,4,9,5,11,10,9
2008-06-06,2,3,2,2,4,9,5,11,10,9
2008-06-07,2,4,2,2,4,9,5,11,10,9
2008-06-08,2,4,2,2,4,9,5,11,10,9
2008-06-09,2,4,2,2,4,9,5,11,10,9
2008-06-10,2,5,2,2,4,9,5,11,10,9
2008-06-11,2,5,2,2,4,9,5,11,10,9
2008-06-12,2,6,2,2,4,9,5,11,10,9
2008-06-13,2,6,2,2,4,9,5,11,10,9
2008-06-14,2,7,2,2,4,9,5,11,10,9
2008-06-15,2,7,2,2,4,9,5,11,10,8
2008-06-16,2,7,2,2,4,9,5,11,10,8
2008-06-17,2,8,2,2,4,9,5,11,10,8
2008-06-18,2,8,2,2,4,9,5,11,10,8
2008-06-19,2,9,2,3,4,9,5,11,10,8
2008-06-20,2,9,2,3,4,9,5,11,10,8
2008-06-21,3,9,2,3,4,9,5,11,10,8
2008-06-22,3,10,2,3,4,9,5,11,10,8
2008-06-23,3,10,2,3,4,9,5,11,10,8
2008-06-24,3,11,2,3,4,9,5,11,10,8
2008-06-25,3,11,2,3,4,9,5,11,10,8
2008-06-26,3,11,2,3,4,9,5,11,10,8
2008-06-27,3,0,2,3,4,9,5,11,10,8
2008-06-28,3,0,2,3,4,9,5,11,10,8
2008-06-29,3,1,2,3,4,9,5,11,10,8
2008-06-30,3,1,2,3,4,9,5,11,10,8
2008-07-01,3,2,2,3,4,9,5,11,10,8
2008-07-02,3,2,2,3,5,9,5,11,10,8
2008-07-03,3,3,2,3,5,9,5,11,10,8
2008-07-04,3,3,2,3,5,9,5,11,10,8
2008-07-05,3,4,2,3,5,9,5,11,10,8
2008-07-06,3,4,2,3,5,9,5,11,10,8
2008-07-07,3,5,2,3,5,9,5,11,10,8
2008-07-08,3,5,2,3,5,9,5,11,10,8
2008-07-09,3,6,2,3,5,9,5,11,10,8
2008-07-10,3,6,2,3,5,9,5,11,10,8
2008-07-11,3,6,3,3,5,9,5,11,10,8
2008-07-12,3,7,3,3,5,9,5,11,10,8
2008-07-13,3,7,3,4,5,9,5,11,10,8
2008-07-14,3,8,3,4,5,9,5,11,10,8
2008-07-15,3,8,3,4,5,9,5,11,10,8
2008-07-16,3,8,3,4,5,9,5,11,10,8
2008-07-17,3,9,3,4,5,9,5,11,10,8
2008-07-18,3,9,3,4,5,9,5,11,10,8
2008-07-19,3,10,3,4,5,9,5,11,10,8
2008-07-20,3,10,3,4,5,9,5,11,10,8
2008-07-21,3,10,3,4,5,9,5,11,10,8
2008-07-22,3,11,3,4,5,9,5,11,10,8
2008-07-23,4,11,3,4,5,9,5,11,10,8
2008-07-24,4,0,3,4,5,9,5,11,10,8
2008-07-25,4,0,3,4,5,9,5,11,10,8
2008-07-26,4,1,3,4,5,9,5,11,10,8
2008-07-27,4,1,4,4,5,9,5,11,10,8
2008-07-28,4,2,4,4,5,9,5,11,10,8
2008-07-29,4,2,4,4,5,9,5,11,10,8
2008-07-30,4,3,4,4,5,9,5,11,10,8
2008-07-31,4,3,4,4,5,9,5,11,10,8
2008-08-01,4,4,4,4,5,9,5,11,10,8
2008-08-02,4,4,4,4,5,9,5,11,10,8
2008-08-03,4,5,4,4,5,9,5,11,10,8
2008-08-04,4,5,4,4,5,9,5,11,10,8
2008-08-05,4,5,4,4,5,9,5,11,10,8
2008-08-06,4,6,4,4,5,9,5,11,10,8
2008-08-07,4,6,4,5,5,9,5,11,10,8
2008-08-08,4,7,4,5,5,9,5,11,10,8
2008-08-09,4,7,4,5,5,9,5,11,10,8
2008-08-10,4,8,4,5,5,9,5,11,10,8
2008-08-11,4,8,5,5,5,9,5,11,10,8
2008-08-12,4,8,5,5,5,9,5,11,10,8
2008-08-13,4,9,5,5,5,9,5,11,10,8
2008-08-14,4,9,5,5,5,9,5,11,10,8
2008-08-15,4,10,5,5,5,9,5,11,10,8
2008-08-16,4,10,5,5,5,9,5,11,10,8
2008-08-17,4,10,5,5,5,9,5,11,10,8
2008-08-18,4,11,5,5,5,9,5,11,10,8
2008-08-19,4,11,5,5,5,9,5,11,10,8
2008-08-20,4,0,5,5,6,9,5,11,10,8
2008-08-21,4,0,5,5,6,9,5,11,10,8
2008-08-22,4,1,5,5,6,9,5,11,10,8
2008-08-23,5,1,5,5,6,9,5,11,10,8
2008-08-24,5,2,5,5,6,9,5,11,10,8
2008-08-25,5,2,5,5,6,9,5,11,10,8
2008-08-26,5,2,5,5,6,9,5,11,10,8
2008-08-27,5,3,5,5,6,9,5,11,10,8
2008-08-28,5,3,5,5,6,9,5,11,10,8
2008-08-29,5,4,5,5,6,9,5,11,10,8
2008-08-30,5,4,6,5,6,9,5,11,10,8
2008-08-31,5,5,6,6,6,9,5,11,10,8
2008-09-01,5,5,6,6,6,9,5,11,10,8
2008-09-02,5,6,6,6,6,9,5,11,10,8
2008-09-03,5,6,6,6,6,9,5,11,10,8
2008-09-04,5,7,6,6,6,9,5,11,10,8
2008-09-05,5,7,6,6,6,9,5,11,10,8
2008-09-06,5,7,6,6,6,9,5,11,10,8
2008-09-07,5,8,6,6,6,9,5,11,10,8
2008-09-08,5,8,6,6,6,9,5,11,10,8
2008-09-09,5,9,6,6,6,9,5,11,10,8
2008-09-10,5,9,6,6,6,9,5,11,10,8
2008-09-11,5,9,6,6,6,9,5,11,10,8
2008-09-12,5,10,6,6,6,9,5,11,10,8
2008-09-13,5,10,6,6,6,9,5,11,10,8
2008-09-14,5,11,6,6,6,9,5,11,10,8
2008-09-15,5,11,6,6,6,9,5,11,10,8
2008-09-16,5,0,6,6,6,9,5,11,10,8
2008-09-17,5,0,6,6,6,9,5,11,10,8
2008-09-18,5,0,6,6,6,9,5,11,10,8
2008-09-19,5,1,6,6,6,9,5,11,10,8
2008-09-20,5,1,6,6,6,9,5,11,10,8
2008-09-21,5,2,6,6,6,9,5,11,10,8
2008-09-22,5,2,6,6,6,9,5,11,10,8
2008-09-23,6,3,6,6,6,9,5,11,10,8
2008-09-24,6,3,6,6,6,9,5,11,10,8
2008-09-25,6,4,6,7,6,9,5,11,10,8
2008-09-26,6,4,6,7,6,9,5,11,10,8
2008-09-27,6,5,6,7,6,9,5,11,10,8
2008-09-28,6,5,6,7,6,9,5,11,10,8
2008-09-29,6,6,6,7,6,9,5,11,10,8
2008-09-30,6,6,6,7,6,9,5,11,10,8
2008-10-01,6,6,6,7,7,6,9,5,10,8
2008-10-02,6,7,6,7,7,6,9,11,10,8
2008-10-03,6,7,6,7,7,6,9,11,10,8
2008-10-04,6,8,6,7,7,6,9,11,10,8
2008-10-05,6,8,6,7,7,6,9,11,10,8
2008-10-06,6,8,6,7,7,6,9,11,10,8
2008-10-07,6,9,6,7,7,6,9,11,10,8
2008-10-08,6,9,6,7,7,6,9,11,10,8
2008-10-09,6,10,6,7,7,6,9,11,10,8
2008-10-10,6,10,6,7,7,6,9,11,10,8
2008-10-11,6,10,6,7,7,6,9,11,10,8
2008-10-12,6,11,6,7,7,6,9,11,10,8
2008-10-13,6,11,6,7,7,6,9,11,10,8
2008-10-14,6,0,6,7,7,6,9,11,10,8
2008-10-15,6,0,6,7,7,6,9,11,10,8
2008-10-16,6,1,6,7,7,6,9,11,10,8
2008-10-17,6,1,6,7,7,6,9,11,10,8
2008-10-18,6,2,6,7,7,6,9,11,10,8
2008-10-19,6,2,6,8,7,6,9,11,10,8
2008-10-20,6,3,6,8,7,6,9,11,10,8
2008-10-21,6,3,6,8,7,6,9,11,10,8
2008-10-22,6,4,6,8,7,6,9,11,10,8
2008-10-23,6,4,6,8,7,6,9,11,10,8
2008-10-24,7,5,6,8,7,6,9,11,10,8
2008-10-25,7,5,6,8,7,6,9,11,10,8
2008-10-26,7,5,6,8,7,6,9,11,10,8
2008-10-27,7,6,6,8,7,6,9,11,10,8
2008-10-28,7,6,6,8,7,6,9,11,10,8
2008-10-29,7,7,6,8,7,6,9,11,10,8
2008-10-30,7,7,6,8,7,6,9,11,10,8
2008-10-31,7,8,6,8,7,9,5,11,10,8
2008-11-01,7,8,6,8,7,9,5,11,10,8
2008-11-02,7,8,6,8,7,9,5,11,10,8
2008-11-03,7,9,6,8,7,9,5,11,10,8
2008-11-04,7,9,6,8,7,9,5,11,10,8
2008-11-05,7,9,7,8,7,9,5,11,10,8
2008-11-06,7,10,7,8,7,9,5,11,10,8
2008-11-07,7,10,7,8,7,9,5,11,10,8
2008-11-08,7,11,7,8,7,9,5,11,10,8
2008-11-09,7,11,7,8,7,9,5,11,10,8
2008-11-10,7,0,7,8,7,9,5,11,10,8
2008-11-11,7,0,7,8,7,9,5,11,10,8
2008-11-12,7,1,7,8,7,9,5,11,10,8
2008-11-13,7,1,7,9,7,9,5,11,10,8
2008-11-14,7,2,7,9,7,9,5,11,10,8
2008-11-15,7,2,7,9,7,9,5,11,10,8
2008-11-16,7,3,7,9,7,9,5,11,10,8
2008-11-17,7,3,7,9,8,9,5,11,10,8
2008-11-18,7,4,7,9,8,9,5,11,10,8
2008-11-19,7,4,7,9,8,9,5,11,10,8
2008-11-20,7,4,7,9,8,9,5,11,10,8
2008-11-21,7,5,7,9,8,9,5,11,10,8
2008-11-22,8,5,7,9,8,9,5,11,10,8
2008-11-23,8,6,7,9,8,9,5,11,10,8
2008-11-24,8,6,8,9,8,9,5,11,10,8
2008-11-25,8,7,8,9,8,9,5,11,10,8
2008-11-26,8,7,8,9,8,9,5,11,10,8
2008-11-27,8,7,8,9,8,9,5,11,10,8
2008-11-28,8,8,8,9,8,9,5,11,10,9
2008-11-29,8,8,8,9,8,9,5,11,10,9
2008-11-30,8,9,8,9,8,9,5,11,10,9
2008-12-01,8,9,8,9,8,9,5,11,10,9
2008-12-02,8,9,8,9,8,9,5,11,10,9
2008-12-03,8,10,8,9,8,9,5,11,10,9
2008-12-04,8,10,8,9,8,9,5,11,10,9
2008-12-05,8,11,8,9,8,9,5,11,10,9
2008-12-06,8,11,8,9,8,9,5,11,10,9
2008-12-07,8,11,8,9,8,9,5,11,10,9
2008-12-08,8,0,8,10,8,9,5,11,10,9
2008-12-09,8,0,8,10,8,9,5,11,10,9
2008-12-10,8,1,8,10,8,9,5,11,10,9
2008-12-11,8,1,8,10,8,9,5,11,10,9
2008-12-12,8,2,8,10,8,9,5,11,10,9
2008-12-13,8,2,9,10,8,9,5,11,10,9
2008-12-14,8,3,9,10,8,9,5,11,10,9
2008-12-15,8,3,9,10,8,9,5,11,10,9
2008-12-16,8,4,9,10,8,9,5,11,10,9
2008-12-17,8,4,9,10,8,9,5,11,10,9
2008-12-18,8,5,9,10,8,9,5,11,10,9
2008-12-19,8,5,9,10,8,9,5,11,10,9
2008-12-20,8,6,9,10,8,9,5,11,10,9
2008-12-21,8,6,9,10,8,9,5,11,10,9
2008-12-22,9,7,9,10,8,9,5,11,10,9
2008-12-23,9,7,9,10,8,9,5,11,10,9
2008-12-24,9,7,9,10,8,9,5,11,10,9
2008-12-25,9,8,9,10,8,9,5,11,10,9
2008-12-26,9,8,9,10,8,9,5,11,10,9
2008-12-27,9,9,9,10,8,9,5,11,10,9
2008-12-28,9,9,9,10,9,9,5,11,10,9
2008-12-29,9,9,9,10,9,9,5,11,10,9
2008-12-30,9,10,9,10,9,9,5,11,10,9
2008-12-31,9,10,9,10,9,9,5,11,10,9
